lon,lat,name,url,elevation,source
-119.14069999999998,34.8397,ALERTCA: Sawmill Kern 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-SawmillKern1/latest-frame.jpg,6428,ALERTCalifornia
-119.1754,36.96139999999999,ALERTCA: Fence Meadow Lookout 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-FenceMeadowLookout1/latest-frame.jpg,5258,ALERTCalifornia
-118.8068,35.6356,ALERTCA: Schill Hill 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-SchillHill2/latest-frame.jpg,3001,ALERTCalifornia
-119.0332,37.6307,ALERTCA: Mammoth Mtn. 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-MammothMtn1/latest-frame.jpg,11030,ALERTCalifornia
-119.76340000000002,35.2914,ALERTCA: McKittrick Summit South,https://cameras.alertcalifornia.org/public-camera-data/Axis-McKittrickSouth/latest-frame.jpg,4322,ALERTCalifornia
-119.0528,35.76169999999999,ALERTCA: Garces HWY 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-GarcesHwy1/latest-frame.jpg,636,ALERTCalifornia
-120.8118,35.5097,ALERTCA: Santa Rita Quarry 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-SantaRitaQuarry1/latest-frame.jpg,1815,ALERTCalifornia
-118.74500000000002,35.873500000000014,ALERTCA: King George Ridge 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-KingGeorge2/latest-frame.jpg,4181,ALERTCalifornia
-120.9248,38.14789999999999,ALERTCA: Southworth,https://cameras.alertcalifornia.org/public-camera-data/Axis-Southworth/latest-frame.jpg,338,ALERTCalifornia
-119.0601,35.4102,ALERTCA: CRD 60,https://cameras.alertcalifornia.org/public-camera-data/Axis-KRNCRD60/latest-frame.jpg,428,ALERTCalifornia
-118.5914,35.45290000000001,ALERTCA: Breckenridge Peak 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-BreckenridgePeak2/latest-frame.jpg,7545,ALERTCalifornia
-118.5595,35.70570000000001,ALERTCA: Shirley Peak 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-ShirleyPeak1/latest-frame.jpg,6990,ALERTCalifornia
-119.779,37.1284,ALERTCA: Red Top 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-RedTop1/latest-frame.jpg,1812,ALERTCalifornia
-117.7004,35.4773,ALERTCA: El Paso 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-ElPaso1/latest-frame.jpg,0,ALERTCalifornia
-120.35179999999998,38.0308,ALERTCA: Telegraph Hill 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-TelegraphHill/latest-frame.jpg,3740,ALERTCalifornia
-118.0261,36.3224,ALERTCA: Cartago 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-Cartago1/latest-frame.jpg,3635,ALERTCalifornia
-118.9689,34.77470000000001,ALERTCA: Mt. Frazier 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-MtFrazier2/latest-frame.jpg,8001,ALERTCalifornia
-120.5053,34.8654,ALERTCA: Orcutt 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-Orcutt1/latest-frame.jpg,0,ALERTCalifornia
-120.1868,34.9102,ALERTCA: Tepusquet Peak 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-TepusquetPeak1/latest-frame.jpg,3245,ALERTCalifornia
-119.0599,37.74819999999999,ALERTCA: June Mountain 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-JuneMountain2/latest-frame.jpg,9972,ALERTCalifornia
-120.0653,34.75969999999999,ALERTCA: Grass Mtn. (Santa Barbara) 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-GrassMountain2/latest-frame.jpg,2393,ALERTCalifornia
-118.0581,36.6065,ALERTCA: Lone Pine 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-LonePine1/latest-frame.jpg,3712,ALERTCalifornia
-120.7463,35.454699999999995,ALERTCA: Atascadero HWY41 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-AtascaderoHwy412/latest-frame.jpg,1613,ALERTCalifornia
-120.7104,35.614799999999995,ALERTCA: Sloan 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-Sloan2/latest-frame.jpg,1241,ALERTCalifornia
-118.254,36.019699999999986,ALERTCA: Bald Mtn. (Tulare) 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-BaldMtnSequoia1/latest-frame.jpg,0,ALERTCalifornia
-119.0295,36.70879999999999,ALERTCA: Todd Eymann Rd 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-ToddEymannRd1/latest-frame.jpg,4171,ALERTCalifornia
-118.5982,36.18139999999999,ALERTCA: Jordan Peak 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-JordanPeak2/latest-frame.jpg,9116,ALERTCalifornia
-119.7725,37.65699999999999,ALERTCA: Yosemite West 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-YosemiteWest2/latest-frame.jpg,0,ALERTCalifornia
-120.3279,34.7724,ALERTCA: Los Alamos 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-LosAlamos2/latest-frame.jpg,959,ALERTCalifornia
-118.23640000000002,35.27429999999999,ALERTCA: Thumb Mtn. 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-ThumbMtn2/latest-frame.jpg,5450,ALERTCalifornia
-118.1625,35.04619999999999,ALERTCA: Mojave Admin 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-MojaveAdmin1/latest-frame.jpg,0,ALERTCalifornia
-118.91580000000002,35.2458,ALERTCA: Lamont 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-Lamont1/latest-frame.jpg,0,ALERTCalifornia
-118.1075,37.2053,ALERTCA: Marzano Peak 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-MarzanoPeak1/latest-frame.jpg,8931,ALERTCalifornia
-119.7457,37.41929999999999,ALERTCA: Miami Peak 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-MiamiPeak1/latest-frame.jpg,4314,ALERTCalifornia
-120.7627,35.252999999999986,ALERTCA: Prefumo Canyon 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-PrefumoCanyon2/latest-frame.jpg,1407,ALERTCalifornia
-118.1624,34.8806,ALERTCA: Rosamond 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-Rosamond/latest-frame.jpg,2580,ALERTCalifornia
-120.42520000000002,35.25999999999999,ALERTCA: Hi Mtn. 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-HiMountain1/latest-frame.jpg,3201,ALERTCalifornia
-118.9965,34.83359999999998,ALERTCA: Tecuya Mtn. 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-TecuyaMtn2/latest-frame.jpg,6913,ALERTCalifornia
-119.55,37.2722,ALERTCA: Goat Mtn. Lookout 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-GoatMtnLookout2/latest-frame.jpg,4677,ALERTCalifornia
-118.1887,37.4121,ALERTCA: Silver Peak 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-SilverPeak2/latest-frame.jpg,10729,ALERTCalifornia
-120.517,35.1072,ALERTCA: View Peak 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-ViewPeak2/latest-frame.jpg,1243,ALERTCalifornia
-120.7305,35.468499999999985,ALERTCA: Escabroso 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-Escabroso2/latest-frame.jpg,1824,ALERTCalifornia
-118.8397,36.28660000000001,ALERTCA: Blue Ridge 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-BlueRidge1/latest-frame.jpg,5692,ALERTCalifornia
-118.5702,35.0415,ALERTCA: Cummings Mtn. 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-CummingsMtn2/latest-frame.jpg,7753,ALERTCalifornia
-120.041,35.0501,ALERTCA: Plowshare Peak,https://cameras.alertcalifornia.org/public-camera-data/Axis-PlowsharePeak/latest-frame.jpg,3914,ALERTCalifornia
-117.7004,35.4773,ALERTCA: El Paso 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-ElPaso2/latest-frame.jpg,4367,ALERTCalifornia
-118.1431,36.5904,ALERTCA: Whitney Portal 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-WhitneyPortal1/latest-frame.jpg,5038,ALERTCalifornia
-118.7718,35.56119999999999,ALERTCA: Pine Mtn. (Kern) 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-PineMtnKern1/latest-frame.jpg,3884,ALERTCalifornia
-118.0581,36.6065,ALERTCA: Lone Pine 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-LonePine2/latest-frame.jpg,3712,ALERTCalifornia
-120.1868,34.9102,ALERTCA: Tepusquet Peak 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-TepusquetPeak2/latest-frame.jpg,3245,ALERTCalifornia
-118.5595,35.70570000000001,ALERTCA: Shirley Peak 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-ShirleyPeak2/latest-frame.jpg,6990,ALERTCalifornia
-120.27899999999998,38.0523,ALERTCA: Cedar Ridge 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-CedarRidge2/latest-frame.jpg,4362,ALERTCalifornia
-120.8177,38.11149999999999,ALERTCA: Valley Springs,https://cameras.alertcalifornia.org/public-camera-data/Axis-ValleySprings/latest-frame.jpg,1388,ALERTCalifornia
-119.779,37.1284,ALERTCA: Red Top 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-RedTop2/latest-frame.jpg,1812,ALERTCalifornia
-118.0073,36.2725,ALERTCA: Olancha 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-Olancha2/latest-frame.jpg,3683,ALERTCalifornia
-119.4852,35.20679999999999,ALERTCA: Buena Vista Kern 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-BuenaVistaKern1/latest-frame.jpg,1284,ALERTCalifornia
-120.03239999999998,38.1965,ALERTCA: Strawberry 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-Strawberry2/latest-frame.jpg,6061,ALERTCalifornia
-119.7457,37.41929999999999,ALERTCA: Miami Peak 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-MiamiPeak2/latest-frame.jpg,4314,ALERTCalifornia
-120.7647,36.72559999999999,ALERTCA: Panoche Mtn. 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-PanocheMtn1/latest-frame.jpg,2092,ALERTCalifornia
-119.9415,37.807300000000005,ALERTCA: Yosemite Lakes,https://cameras.alertcalifornia.org/public-camera-data/Axis-YosemiteLakes/latest-frame.jpg,3865,ALERTCalifornia
-118.1075,37.2053,ALERTCA: Marzano Peak 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-MarzanoPeak2/latest-frame.jpg,8931,ALERTCalifornia
-118.1625,35.04619999999999,ALERTCA: Mojave Admin 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-MojaveAdmin2/latest-frame.jpg,2733,ALERTCalifornia
-118.91580000000002,35.2458,ALERTCA: Lamont 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-Lamont2/latest-frame.jpg,385,ALERTCalifornia
-118.1624,34.8806,ALERTCA: Rosamond 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-Rosamond2/latest-frame.jpg,2580,ALERTCalifornia
-118.7596,35.75979999999999,ALERTCA: Blue Mtn. (Kern) 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-BlueMtnKern1/latest-frame.jpg,4813,ALERTCalifornia
-117.7936,36.53309999999999,ALERTCA: Cerro Gordo 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-CerroGordo1/latest-frame.jpg,8473,ALERTCalifornia
-120.6669,35.57359999999999,ALERTCA: Hanging Tree 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-HangingTree1/latest-frame.jpg,1137,ALERTCalifornia
-118.1405,35.53629999999999,ALERTCA: Bird Springs 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-BirdSprings2/latest-frame.jpg,6360,ALERTCalifornia
-120.5852,38.0201,ALERTCA: Fowler Peak 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-FowlerPeak/latest-frame.jpg,2885,ALERTCalifornia
-118.8397,36.28660000000001,ALERTCA: Blue Ridge 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-BlueRidge2/latest-frame.jpg,5692,ALERTCalifornia
-120.03239999999998,38.1965,ALERTCA: Strawberry 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-Strawberry/latest-frame.jpg,6061,ALERTCalifornia
-118.8983,34.835899999999995,ALERTCA: Lebec Oaks 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-LebecOaks1/latest-frame.jpg,4923,ALERTCalifornia
-119.1175,36.8041,ALERTCA: Delilah Lookout 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-DelilahLookout1/latest-frame.jpg,5155,ALERTCalifornia
-120.232,38.01689999999999,ALERTCA: Mt. Provo,https://cameras.alertcalifornia.org/public-camera-data/Axis-MtProvo/latest-frame.jpg,3828,ALERTCalifornia
-119.9894,35.27089999999999,ALERTCA: California Valley 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-CaliforniaValley1/latest-frame.jpg,2790,ALERTCalifornia
-119.1512,36.45069999999999,ALERTCA: Colvin Mtn. 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-Crook2/latest-frame.jpg,1595,ALERTCalifornia
-121.002,35.95099999999999,ALERTCA: Williams Hill 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-WilliamsHill2/latest-frame.jpg,2794,ALERTCalifornia
-118.4611,35.046,ALERTCA: Tehachapi Obsv 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-ObsTehachapi1/latest-frame.jpg,7618,ALERTCalifornia
-118.9043,34.903000000000006,ALERTCA: Grapevine 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-Grapevine2/latest-frame.jpg,4817,ALERTCalifornia
-119.4279,37.07000000000001,ALERTCA: Meadow Lakes 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-MeadowLakes2/latest-frame.jpg,4503,ALERTCalifornia
-120.4029,37.9799,ALERTCA: Sonora Peak West,https://cameras.alertcalifornia.org/public-camera-data/Axis-SonoraWest/latest-frame.jpg,2452,ALERTCalifornia
-120.1198,37.9687,ALERTCA: Duckwall 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-Duckwall/latest-frame.jpg,0,ALERTCalifornia
-120.4006,36.30049999999999,ALERTCA: Joaquin Ridge,https://cameras.alertcalifornia.org/public-camera-data/Axis-JoaquinRidge/latest-frame.jpg,3563,ALERTCalifornia
-120.1512,37.7399,ALERTCA: Greeley Hill 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-GreeleyHill2/latest-frame.jpg,3531,ALERTCalifornia
-121.0863,37.01899999999999,ALERTCA: San Luis Reservoir 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-SanLuisReservoir1/latest-frame.jpg,0,ALERTCalifornia
-120.4368,38.1793,ALERTCA: Fullen Road 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-FullenRoad1/latest-frame.jpg,3200,ALERTCalifornia
-118.7497,35.4298,ALERTCA: Mt. Adelaide 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-MtAdelaide2/latest-frame.jpg,3402,ALERTCalifornia
-120.24729999999998,38.063,ALERTCA: Mt. Elizabeth 2,https://cameras.alertcalifornia.org/public-camera-data/Axis-MtElizabeth2/latest-frame.jpg,4932,ALERTCalifornia
-118.4207,35.68690000000001,ALERTCA: Rocky Point 1,https://cameras.alertcalifornia.org/public-camera-data/Axis-RockyPoint1/latest-frame.jpg,0,ALERTCalifornia
-120.0069,37.85159999999999,ALERTCA: Cherry Lake Rd,https://cameras.alertcalifornia.org/public-camera-data/Axis-CherryLake/latest-frame.jpg,3596,ALERTCalifornia
